park,year,PTP,ecoregion,latitude,longitude,plot,transect,point,water,wetland,shrub,dshrub,dec,mixed,spruce,baresnow,elev_m,jdate,radius,sound,obsnum,AMPI,AMRO,ATSP,DEJU,FOSP,GCSP,HETH,OCWA,ROPT,SAVS,WCSP,WIPT,WISN,WIWA,YRWA
LACL,2004,215950209,LH,60.33837033,-154.1499732,21595,2,9,0.0,0.0,0.0,0.0,0.025723473,0.07073955,0.903536977,0.0,117.0770667,139,50.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LACL,2004,215950208,LH,60.34001771,-154.1587727,21595,2,8,0.0,0.0,0.0,0.0,0.428115016,0.21086262,0.361022364,0.0,150.3786947,139,50.0,1.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
LACL,2004,215950207,LH,60.34354323,-154.1646957,21595,2,7,0.0,0.0,0.0,0.0,0.166666667,0.185897436,0.647435897,0.0,156.6817143,139,50.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LACL,2004,215950206,LH,60.34795387,-154.1671738,21595,2,6,0.0,0.0,0.0,0.0,0.664556962,0.132911392,0.202531646,0.0,176.9726857,139,50.0,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LACL,2004,215950205,LH,60.3517937,-154.1721581,21595,2,5,0.0,0.0,0.0,0.0,0.687697161,0.233438486,0.078864353,0.0,228.9048,139,50.0,0.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
LACL,2004,215950204,LH,60.3557337,-154.1772927,21595,2,4,0.0,0.0,0.0,0.0,0.07028754,0.252396166,0.677316294,0.0,249.8076632,139,50.0,0.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
LACL,2004,215950203,LH,60.36029086,-154.1773729,21595,2,3,0.0,0.0,0.0,0.0,0.003205128,0.150641026,0.846153846,0.0,238.0006737,139,50.0,0.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
LACL,2004,215950201,LH,60.36479504,-154.1793671,21595,2,1,0.0,0.0,0.0,0.0,0.154574132,0.539432177,0.305993691,0.0,240.8401263,139,50.0,0.0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
LACL,2004,215950202,LH,60.36927944,-154.1807747,21595,2,2,0.0,0.0,0.025396825,0.0,0.041269841,0.457142857,0.476190476,0.0,261.4702737,139,50.0,0.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
LACL,2004,215950110,LH,60.37334885,-154.1766071,21595,1,10,0.0,0.0,0.0,0.0,0.376582278,0.496835443,0.126582278,0.0,282.5175158,138,50.0,0.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
LACL,2004,215950109,LH,60.37423541,-154.1676771,21595,1,9,0.015974441,0.0,0.102236422,0.0,0.265175719,0.47284345,0.143769968,0.0,318.0026526,138,50.0,0.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
LACL,2004,215950107,LH,60.37451394,-154.1492102,21595,1,7,0.0,0.0,0.449367089,0.0,0.098101266,0.294303797,0.158227848,0.0,521.2757333,138,50.0,0.0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
LACL,2004,215950101,LH,60.37558473,-154.0970228,21595,1,1,0.0,0.0,0.028391167,0.470031546,0.0,0.0,0.097791798,0.403785489,978.6486316,138,150.0,0.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LACL,2004,215950106,LH,60.37621857,-154.1391557,21595,1,6,0.0,0.0,0.463258786,0.019169329,0.198083067,0.28115016,0.038338658,0.0,616.2574737,138,150.0,0.0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LACL,2004,215950103,LH,60.37845419,-154.1153236,21595,1,3,0.0,0.0,0.479365079,0.184126984,0.031746032,0.095238095,0.206349206,0.003174603,763.4117053,138,150.0,0.0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
LACL,2004,215950105,LH,60.37902516,-154.1319204,21595,1,5,0.0,0.0,0.528481013,0.180379747,0.10443038,0.113924051,0.07278481,0.0,651.8946286,138,150.0,0.0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LACL,2004,213640402,AR,60.38048252,-152.608039,21364,4,2,0.0,0.0,0.439873418,0.202531646,0.0,0.0,0.063291139,0.294303797,703.75272,150,150.0,0.05,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
LACL,2004,215950104,LH,60.38110362,-154.1229738,21595,1,4,0.0,0.0,0.5,0.124203822,0.184713376,0.108280255,0.082802548,0.0,711.4032,138,150.0,0.0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
LACL,2004,213640404,AR,60.38717841,-152.5967949,21364,4,4,0.0,0.0,0.785488959,0.044164038,0.0,0.0,0.14511041,0.025236593,570.6978947,150,150.0,0.1,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
LACL,2004,215990101,AR,60.3928952,-153.3616123,21599,1,1,0.0,0.0,0.0,0.567307692,0.0,0.0,0.0,0.41025641,860.9753333,141,150.0,0.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LACL,2004,215990102,AR,60.39352887,-153.3706847,21599,1,2,0.0,0.0,0.025396825,0.26984127,0.0,0.0,0.0,0.704761905,811.4898947,141,150.0,0.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LACL,2004,213640201,AR,60.39474651,-152.6589664,21364,2,1,0.0,0.0,0.569620253,0.405063291,0.0,0.0,0.0,0.025316456,730.17888,149,150.0,0.03,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
LACL,2004,213640202,AR,60.39612701,-152.6502971,21364,2,2,0.0,0.0,0.958199357,0.009646302,0.0,0.0,0.0,0.032154341,609.7122947,149,150.0,0.0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
LACL,2004,213640203,AR,60.39765897,-152.6417136,21364,2,3,0.029032258,0.0,0.970967742,0.0,0.0,0.0,0.0,0.0,471.32748,149,150.0,0.2,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
LACL,2004,213640204,AR,60.39993231,-152.6339697,21364,2,4,0.037974684,0.0,0.949367089,0.0,0.0,0.0,0.012658228,0.0,427.6344,149,150.0,0.05,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
LACL,2004,213640304,AR,60.40135958,-152.5592086,21364,3,4,0.0,0.0,0.996784566,0.0,0.0,0.0,0.003215434,0.0,285.2928,150,150.0,0.2,2,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0
LACL,2004,213640305,AR,60.40346051,-152.566954,21364,3,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,318.5480842,150,150.0,0.3,2,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0
LACL,2004,213640303,AR,60.40354634,-152.5513659,21364,3,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,266.4433263,150,150.0,0.35,2,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0
LACL,2004,213640302,AR,60.40573619,-152.5433619,21364,3,2,0.0,0.0,0.996815287,0.0,0.0,0.0,0.003184713,0.0,217.1337143,150,150.0,0.25,2,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0
LACL,2004,213640101,AR,60.4070177,-152.5775925,21364,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,349.9745684,149,150.0,0.0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
LACL,2004,213640102,AR,60.4078781,-152.5686348,21364,1,2,0.0,0.0,0.993650794,0.0,0.0,0.0,0.006349206,0.0,365.76,149,150.0,0.05,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
LACL,2004,213640103,AR,60.40869442,-152.5597156,21364,1,3,0.0,0.0,0.952531646,0.0,0.0,0.0,0.047468354,0.0,379.88748,149,150.0,0.02,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
LACL,2004,213640301,AR,60.40942901,-152.535417,21364,3,1,0.058064516,0.032258065,0.609677419,0.0,0.0,0.0,0.096774194,0.203225806,157.8573714,150,150.0,0.0,2,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0
LACL,2004,213640104,AR,60.40966353,-152.5509318,21364,1,4,0.0,0.0,0.971608833,0.0,0.0,0.0,0.025236593,0.003154574,259.7658,149,150.0,0.06,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
LACL,2004,213640105,AR,60.41052268,-152.5416237,21364,1,5,0.053968254,0.034920635,0.631746032,0.0,0.0,0.0,0.082539683,0.196825397,174.6183158,149,150.0,0.25,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1
LACL,2004,215990301,AR,60.41209772,-153.366287,21599,3,1,0.0,0.0,0.575562701,0.0,0.038585209,0.025723473,0.01607717,0.344051447,440.1602286,141,150.0,0.3,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
LACL,2004,213640106,AR,60.41318972,-152.5489531,21364,1,6,0.044444444,0.0,0.650793651,0.0,0.0,0.0,0.076190476,0.228571429,176.9765053,149,150.0,0.05,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
LACL,2004,215990302,AR,60.41605457,-153.3614789,21599,3,2,0.0,0.0,0.626198083,0.019169329,0.038338658,0.019169329,0.019169329,0.277955272,418.1214316,141,150.0,0.0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
LACL,2004,215990303,AR,60.42019975,-153.3650777,21599,3,3,0.0,0.0,0.958990536,0.009463722,0.0,0.0,0.0,0.031545741,401.9670316,141,150.0,0.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
